date,home_team,away_team,Cluster,Dist_to_Cluster_0,Dist_to_Cluster_1,Dist_to_Cluster_2,Dist_to_Cluster_3
2000-12-06,Al Ansar,Al Qadisiya,2,5.623014696835568,5.585679511866771,2.2648400274071347,3.9882054961836944
2000-12-07,Al-Shabab,Al Najma,1,5.030175210150255,1.875941582316007,3.789904271664733,6.853645186977696
2000-12-09,Al Ahli SC,Al Wehda,1,3.6050486411126834,1.1255097658618165,3.911822016083298,6.09325985981403
2000-12-09,Sdoos,Al Ansar,2,6.3146662260900985,5.249233563332694,2.58028853448348,5.344420705167927
2000-12-10,Al-Nassr,Al Riyadh,1,3.6901302907506444,1.991439619553623,3.1536293227101755,5.539564859418109
2000-12-10,Al-Ettifaq,Al-Shabab,3,2.2866841089229513,4.430124789260358,2.832474285221546,2.0734338079644608
2000-12-11,Al Qadisiya,Al Najma,2,5.275956332295644,3.646482055383133,1.6042539186247338,5.219633722022178
2000-12-13,Al Riyadh,Al Ahli SC,3,3.7537434736953488,6.151989430554032,3.735122353318369,0.8453567293510469
2000-12-14,Sdoos,Al Najma,2,6.24267040284128,5.315030005620803,2.591631952987266,5.312099743104126
2000-12-14,Al-Ittihad FC,Al-Nassr,0,1.3485201097281143,3.0720068166395955,4.155056644481454,4.485424705510141
2000-12-14,Al-Ettifaq,Al Qadisiya,2,4.249829350505331,2.892616740137228,2.5516826642142942,4.989671173171245
2000-12-14,Al Wehda,Al Ansar,2,5.516717040044279,3.638999592660445,2.5513188926062575,5.71600436782216
2000-12-15,Al-Hilal,Al-Shabab,0,2.0660083554703506,2.9248890844201823,5.130074654969787,5.7194028946809246
2000-12-30,Al-Ettifaq,Sdoos,2,4.977994258721352,2.7217749967543767,2.56673778929514,5.859831254282195
2000-12-30,Al-Shabab,Al-Ittihad FC,0,1.9573661685205856,4.712100950327544,4.38086451427536,3.2499373980775155
2000-12-31,Al-Nassr,Al Ahli SC,0,1.7980293322299132,4.550922737245588,4.211545567767588,3.4588136283472766
2000-12-31,Al Qadisiya,Al-Hilal,3,4.740464848545504,7.629789596323301,5.479812068078542,2.4020256287090507
2000-12-31,Al Najma,Al Wehda,2,5.264294601322032,5.681689280823827,2.1747422445682942,3.221655338822475
2000-12-31,Al Ansar,Al Riyadh,2,5.707432314614783,5.749171197203228,2.467099433485107,4.051939295804671
2001-01-04,Al-Nassr,Al-Hilal,0,2.130575373628871,5.786134687791488,5.162135763206807,2.9013663588827985
2001-01-04,Al Wehda,Al-Ettifaq,2,3.6710058734521107,4.151665169626338,2.048130081537702,3.0945817205324535
2001-01-04,Al Riyadh,Al Najma,2,5.364956192024296,3.7119359454587117,1.8298846871273102,5.366643734949316
2001-01-04,Al Qadisiya,Al-Shabab,3,4.118876596996086,5.645133730446184,3.5580781622688313,2.5471618708695707
2001-01-08,Al-Hilal,Al-Ettifaq,1,3.3816809640529017,2.2604928939523,5.112559250836985,6.6219052796199955
2001-01-11,Al-Shabab,Sdoos,1,4.998979316636313,1.7412290606608831,3.771375177115538,6.801797994230033
2001-01-11,Al-Nassr,Al Najma,1,5.031425759052619,1.5500867749121479,3.7938263952901257,6.903129800513361
2001-01-11,Al Wehda,Al-Hilal,3,4.2579807564843035,7.30357824776347,5.296913238312551,2.008655905690169
2001-01-12,Al Riyadh,Al-Ettifaq,2,3.9200195051126885,4.440156316726889,1.9007957321769184,2.9473087774798405
2001-01-12,Al Ansar,Al Ahli SC,3,5.866718517959045,7.631659771214683,5.076651508673908,3.336484558784761
2001-01-15,Al-Shabab,Al-Nassr,0,1.8244851128096973,3.8648543293461737,3.7142007414848814,3.7210742586655647
2001-01-15,Al Ahli SC,Al-Hilal,0,2.0325971943875905,5.491988977441076,5.48653638783309,3.9410235417355053
2001-01-18,Sdoos,Al Qadisiya,2,5.372534906914144,5.373781658110926,1.9308287034306324,3.6743468191083974
2001-01-19,Al Ansar,Al-Ittihad FC,3,5.521866700750707,7.713226580451018,4.814961269441882,2.109573044598699
2001-01-19,Al Ahli SC,Al Najma,1,5.231047473522803,1.6092892926536428,4.521659248311212,7.4604262797494325
2001-01-19,Al-Shabab,Al Wehda,1,3.3516454599389207,1.3933959003867802,3.080300366803813,5.334414858645877
2001-01-19,Al-Hilal,Al Riyadh,1,4.460702251373945,1.9227303544707444,5.276018668069824,7.412899090794211
2001-01-24,Sdoos,Al-Ittihad FC,3,5.545756261022876,7.793782976334294,4.983114943006101,2.312698859924883
2001-01-24,Al Najma,Al Ansar,2,6.337862742602112,5.291295339553508,2.5914022917531074,5.437717508451434
2001-01-24,Al Ahli SC,Al-Ettifaq,1,2.433917228277281,1.629844855490235,3.5900447011965797,5.1501333618740945
2001-01-25,Al-Shabab,Al Riyadh,1,3.8381993716607257,2.146779285628752,3.2971463425445773,5.693342264638558
2001-01-25,Al-Hilal,Al-Nassr,0,2.1079460532433587,3.069367797961078,5.16513957520325,5.661028915836782
2001-01-25,Al Wehda,Al Qadisiya,2,4.138978058238944,3.427721394311355,1.1030057812137464,4.01264190604536
2001-01-29,Al-Ittihad FC,Al Qadisiya,1,4.148047911682299,2.2143998833065672,4.3078014878179385,6.511846018774303
2001-01-29,Al Najma,Al-Hilal,3,5.947914164333226,8.569012984111911,5.967784029654321,2.8935166965658503
2001-01-31,Al-Ettifaq,Al Ansar,1,5.443095134449171,2.761965358197024,3.155310279627867,6.44837983892523
2001-01-31,Al-Nassr,Al-Shabab,0,1.4688424220057243,3.3753478045106946,3.524886733452968,3.728003024142787
2001-01-31,Sdoos,Al Wehda,2,5.375604429884225,5.7289640429460515,2.4574237425799943,3.5638616263050595
2001-02-02,Al-Ittihad FC,Al Najma,1,5.355272317625011,2.477185868141212,4.798162506567496,7.525781668948189
2001-02-02,Al-Hilal,Al Ahli SC,0,2.150917427177105,4.138430200215514,5.563528304656699,5.384438632158698
2001-02-02,Al Qadisiya,Al Riyadh,2,4.3198929031496744,3.8348534510143453,0.6139955951883564,3.8185064805592517
2001-02-03,Sdoos,Al-Shabab,3,5.152282802572399,7.001465655475546,3.9525220488559496,1.9053995561633534
2001-02-04,Al-Nassr,Al-Ettifaq,0,2.7065997857959987,2.747633006146174,3.227690549461848,4.664338613800656
2001-02-04,Al-Ittihad FC,Al Wehda,1,4.047890045982987,1.7699563365361917,4.42485447056047,6.51599325512321
2001-02-06,Al Ansar,Al-Hilal,3,6.251314625828702,8.930241151976633,6.208257675245972,2.9069572429624597
2001-02-06,Sdoos,Al Riyadh,2,5.616267981799976,5.742516834924153,2.5451309801290876,3.8668271650209705
2001-02-06,Al-Ettifaq,Al-Nassr,3,2.558835970264438,4.76577402051644,3.1030098413131997,2.068913697183653
2001-02-07,Al Ahli SC,Al-Shabab,0,1.6586457061307711,3.1774314166705495,4.13066011080066,4.402310950698445
2001-02-07,Al-Nassr,Al Qadisiya,1,3.8387674754635652,1.229026121498867,3.284968773160183,5.833421641553768
2001-02-07,Al Najma,Al-Ettifaq,2,5.166952724992121,6.08928934741142,2.83892737168497,2.9459226504818488
2001-02-11,Al-Shabab,Al-Ettifaq,1,2.2593772143279867,2.1972178758009595,2.8369737988026222,4.368110926528059
2001-02-11,Al-Hilal,Al-Ittihad FC,0,2.137348804560396,4.113501473498511,5.625616827395857,5.550202293296316
2001-02-12,Al-Nassr,Al Ansar,1,5.228680342762804,1.8385773634737692,3.9350537994635255,7.028661303809233
2001-02-14,Al-Ittihad FC,Al-Ettifaq,1,2.656822933921861,1.8289250762930387,3.8745594366474063,5.394614803776848
2001-02-14,Al Riyadh,Al Wehda,2,4.3722112966402396,4.0099257775395225,1.6749024982302372,3.9331607037069105
2001-02-14,Al Qadisiya,Al Ahli SC,3,3.8986548259572205,6.322515913686407,3.906746798207335,1.2243246464983697
2001-02-15,Sdoos,Al-Nassr,3,5.19147039352791,7.002855275206218,4.0140559014881765,1.9221345342209264
2001-02-16,Al-Hilal,Al Najma,1,6.014340585333476,2.5903810071622475,6.071273201989674,8.74606995376594
2001-02-16,Al Ansar,Al-Shabab,3,5.417831965707481,7.015185259658078,4.112739558433487,2.4529486735384354
2001-02-18,Al Ahli SC,Sdoos,1,6.405497208174971,3.511028383199861,5.823295825474131,8.43838479010213
2001-02-18,Al Riyadh,Al-Ittihad FC,3,4.065630506753162,6.581107648768419,4.186473625076086,1.1811354650254682
2001-02-19,Al-Hilal,Al Wehda,1,4.63065992510751,2.2417035037969977,5.599598918846046,7.589584686323782
2001-02-22,Al-Ettifaq,Al-Hilal,3,3.4530412915341326,6.7065014659006446,5.1397578874912275,2.167315779056382
2001-02-22,Al Wehda,Al-Nassr,3,3.185322802114817,5.233788935379931,2.9256615139146165,1.2278650867228162
2001-02-22,Al Najma,Al-Shabab,3,4.978896360877208,6.8049943416171566,3.6836074992495926,1.420224544753454
2001-02-22,Al Ahli SC,Al-Ittihad FC,0,0.9428121498545169,4.1685478263931035,4.5090197183989975,3.8488132536344812
2001-02-23,Al Qadisiya,Al Ansar,2,5.524313519760968,3.7959096018957847,2.0622716654501536,5.5167629214723926
2001-02-26,Al-Ittihad FC,Al-Hilal,0,1.97310420473747,5.52497887554524,5.5672381303551575,3.895009944515739
2001-02-26,Al Wehda,Al Ahli SC,3,4.386872641470286,6.6320851199909345,4.66789936413608,2.5100847758160922
2001-02-26,Al Riyadh,Al-Nassr,3,3.7196766675601354,5.722546460218912,3.1429627107887486,1.3853577089851652
2001-02-27,Al Ansar,Sdoos,2,6.313003952847411,5.486187741230784,2.5751983958448954,5.099893796312993
2001-02-27,Al Najma,Al Qadisiya,2,5.3920961559856355,5.455449457361816,1.942503286358864,3.69338490207591
2001-03-02,Al Riyadh,Al-Hilal,3,5.822059334006124,8.471338116760705,6.455548122742122,3.5808088668323963
2001-03-02,Al Qadisiya,Al-Ittihad FC,3,4.140940844397602,6.499281116948481,4.256127199269827,1.5491996935536996
2001-03-19,Al-Hilal,Sdoos,1,5.9452160070791,2.900972485429833,6.036473992681367,8.634838549891754
2001-03-21,Al-Nassr,Al-Ittihad FC,0,1.3827414233554989,4.380017920690824,4.153261298442864,3.221547745716656
2001-03-21,Al Ansar,Al Wehda,2,5.355719825715487,5.669816909557766,2.1243890978727085,3.3273259599400262
2001-03-21,Al Ahli SC,Al Riyadh,1,4.649939468884252,2.173643234568923,4.631251205789293,6.865724385315517
2001-03-22,Al-Shabab,Al-Hilal,0,2.1522034582954728,5.798626621019769,5.159653551637368,2.887985965342619
2001-03-22,Al Qadisiya,Al-Ettifaq,2,3.7617452941066887,4.476767591279942,1.6341599997831908,2.5225940317955065
2001-03-22,Al Najma,Sdoos,2,6.144072355431703,5.143031483414456,2.3241288363849826,5.199013270364223
2001-03-25,Al Ahli SC,Al-Nassr,0,2.2982648473998726,3.4230292106385445,4.428032131648303,4.727865368127087
2001-03-25,Al Riyadh,Al Ansar,2,5.711135040298332,3.7267660920128374,2.4449173587256996,5.842866923655756
2001-03-26,Sdoos,Al-Ettifaq,2,5.167004615305693,5.897148215193363,2.844975888979169,2.9937769075727934
2001-03-26,Al-Ittihad FC,Al-Shabab,0,2.027027384594014,3.631849126071929,4.423917850603321,4.717264815171079
2001-03-26,Al-Hilal,Al Qadisiya,1,4.487384725630756,1.8875793198185598,5.305205722035677,7.406155806243132
2001-03-26,Al Wehda,Al Najma,2,5.145993944122147,3.3782454954647467,1.8946570925976478,5.338229381444394
2001-04-04,Al-Shabab,Al Qadisiya,1,3.7160435911915806,1.0767582283921877,3.1330947161426064,5.669992381047477
2001-04-04,Al-Ettifaq,Al Wehda,2,3.6635324625893317,2.8569444008705194,2.0542670005793457,4.317613452341321
2001-04-04,Al Najma,Al Riyadh,2,5.284092606038798,5.125902776780163,1.5223601947566014,3.6794276107750714
2001-04-05,Al-Ittihad FC,Al Ahli SC,0,1.5962212573176675,4.2676913428423875,4.706989512610006,4.102148926455607
2001-04-10,Al Ansar,Al-Nassr,3,5.410781121356555,7.021645019069624,4.117470467481577,2.425692844877486
2001-04-10,Sdoos,Al-Hilal,3,5.922684207246554,8.605551268602841,5.9709343138728395,2.61962319828018
2001-04-18,Al Ahli SC,Al-Ittihad FC,0,1.7676695341399036,4.490597211214554,4.753676411897485,4.163387660503286
2001-04-19,Al-Hilal,Al-Nassr,0,2.2918851724434326,3.4438515985554856,5.2554233940368205,5.713418235208106
2001-04-25,Al-Ittihad FC,Al Ahli SC,0,2.285163389082449,4.139156921243624,4.94528765684419,4.666759471184713
2001-04-26,Al-Nassr,Al-Hilal,0,2.560737071974994,5.960395790733259,5.350272960905319,3.391661652957151
2001-05-09,Al-Ittihad FC,Al-Nassr,0,1.6616100092358665,3.3064450272702257,4.270521845326125,4.620189243258107
2001-10-10,Al-Shoalah,Al-Ittihad FC,3,4.3019124167605565,6.5996459528004,4.147976835810731,1.4596101398851469
2001-10-10,Al-Ettifaq,Al Riyadh,2,3.733948539882505,2.387075574046019,1.556732573343633,4.540787680208324
2001-10-10,Al Wehda,Al-Hilal,3,4.145836319265264,7.20047931629026,5.204270241028284,1.675584880794408
2001-10-11,Al Najma,Al Ahli SC,3,5.275207443268625,7.482513780883586,4.54670122428212,1.823797337933017
2001-10-11,Al-Nassr,Al Taee,1,3.9958555194149583,0.8274221878836532,3.129264112074416,5.9314129484969795
2001-10-12,Al-Shabab,Al Ansar,1,5.228024978401869,2.1219057717134087,3.932001226793123,6.980477104178481
2001-10-14,Al-Ettifaq,Al-Ittihad FC,3,2.9790551419934577,5.642067922934699,4.099963491853695,1.9718301284434245
2001-10-17,Al-Ittihad FC,Al Taee,1,4.765234843846805,1.7215435765288356,4.61772962879071,7.093503816740288
2001-10-17,Al-Ettifaq,Al Ahli SC,3,3.3832318878458216,5.8805513029106695,4.3113846886624785,2.3782913267174046
2001-10-17,Al Wehda,Al-Nassr,3,3.3299733767891118,5.374746455134908,3.087451441975945,1.6537129514852367
2001-10-17,Al Ansar,Al Riyadh,2,5.62759306578985,5.761591072621981,2.3071486463700803,3.7346671873694577
2001-10-18,Al-Hilal,Al-Shabab,0,2.282724657361241,3.170225385211625,5.224033602315509,5.825691660773141
2001-10-18,Al-Shoalah,Al Najma,2,5.536819115250682,3.9395663308327666,1.7595156388650917,5.305839902766646
2001-10-23,Al Ahli SC,Al-Ittihad FC,0,1.051966089212538,4.256583131625773,4.540888053081105,3.7746992982153973
2001-10-23,Al-Shoalah,Al Riyadh,2,4.910959896531957,4.4788262799783825,1.9093381974567702,4.034053628397335
2001-10-23,Al Najma,Al-Hilal,3,6.048553411169372,8.701274708706427,6.076417451834624,3.01358263213724
2001-10-25,Al-Shoalah,Al-Ettifaq,2,4.2324763932705824,4.817393239946108,2.033524433102175,2.865888971700421
2001-10-25,Al-Shabab,Al-Nassr,0,1.9597323718762614,4.12562931530514,3.8103930178990866,3.4655387696555446
2001-10-26,Al-Ittihad FC,Al Najma,1,5.692307175770782,2.242402249406581,5.125501515812418,7.945807190257493
2001-10-26,Al Taee,Al Wehda,2,4.570476805791944,4.819096671116663,1.635457492213273,3.26913666709122
2001-10-26,Al Riyadh,Al-Hilal,3,4.549365977638813,7.4425236670763395,5.300066015147645,1.803221670802568
2001-10-26,Al Ansar,Al Ahli SC,3,5.5284023833908424,7.590634052982845,4.713862468597297,2.404735701171799
2001-10-31,Al-Ettifaq,Al Najma,1,5.100835847317553,2.576405015216943,2.7370697270066415,5.991625723094342
2001-10-31,Al-Nassr,Al Riyadh,1,3.6901302907506444,1.991439619553623,3.1536293227101755,5.539564859418109
2001-10-31,Al Wehda,Al-Ittihad FC,3,4.145789395263649,6.626067582733682,4.552749554460674,2.0126173256789195
2001-10-31,Al Ahli SC,Al-Hilal,0,2.778881468088245,5.896751266984375,5.820171421724088,4.060724711214315
2001-11-01,Al-Shoalah,Al Ansar,2,5.669847581529718,3.995589232089413,1.9116426693606203,5.419203675777242
2001-11-01,Al Taee,Al-Shabab,3,4.045604091108764,5.970853417899879,3.148844945995317,0.8522159880821982
2001-11-04,Al-Nassr,Al-Ittihad FC,0,1.3512845036462975,4.4917074175091765,4.155076743207654,3.129583325266246
2001-11-04,Al Taee,Al-Hilal,3,5.4676335698771945,8.29962188249063,5.940058474329032,2.5283281672290654
2001-11-05,Al Ahli SC,Al Riyadh,1,4.019102580821697,0.9411522063397867,4.013881333694573,6.438634815718526
2001-11-07,Al Riyadh,Al Taee,2,4.788842480418645,3.73218087098465,1.4542307903027443,4.47675845152358
2001-11-08,Al Ansar,Al Najma,2,6.165366971730159,5.126073693908359,2.1010564639776446,5.055484525471528
2001-11-08,Al Ahli SC,Al-Nassr,0,1.006139578305516,3.012842278074727,3.9330994444744887,4.2272455506583535
2001-11-08,Al-Shoalah,Al-Hilal,3,5.111992706883211,7.9295464047294235,5.618022041546142,2.497214275245144
2001-11-08,Al-Shabab,Al Wehda,1,3.1329436553394876,1.6361925130078596,2.876149115375497,5.103101256528892
2001-11-13,Al Ahli SC,Al Taee,1,4.350152172019691,0.8385332479926485,4.080666642447324,6.677787278643613
2001-11-13,Al-Nassr,Al-Shoalah,1,4.055513890677546,1.0542165158884038,3.2430777295285513,6.0239498806120375
2001-11-13,Al Wehda,Al Riyadh,2,4.132501133417004,3.393446940134637,1.0308009320458895,4.012696724567615
2001-11-14,Al-Shabab,Al-Ittihad FC,0,2.0506358994397607,4.81243935741134,4.422213374803199,3.505425790784972
2001-11-14,Al-Ettifaq,Al Ansar,2,5.2225396479825195,2.8202525756651036,2.8065033414045866,6.119668585686656
2001-11-18,Al Riyadh,Al-Shabab,3,3.724557095255227,5.711115794840288,3.130376719428633,1.4185089278465122
2001-11-18,Al Najma,Al-Nassr,3,5.2245336512152845,7.1121143092091845,4.045040086201781,1.7849200204800493
2001-11-18,Al Ahli SC,Al Wehda,1,3.262516120553819,1.261801958991805,3.6363208783197085,5.744262944086356
2001-11-19,Al-Ittihad FC,Al Ansar,1,6.191258879255014,3.059170905347185,5.589038223902907,8.276806789825317
2001-11-19,Al-Hilal,Al-Ettifaq,1,3.5720701336945173,2.068811706027867,5.221111592848085,6.794828661402119
2001-11-19,Al Taee,Al-Shoalah,2,4.94411769908341,4.439605185490095,1.3513191516873588,4.145913979849968
2001-11-23,Al Ahli SC,Al-Shabab,0,1.0520969174914168,3.000797269627204,3.930467538651745,4.24509323457493
2001-11-23,Al Najma,Al Taee,2,5.484555452318527,4.995633514652754,1.4749865549960157,4.104367702790908
2001-11-24,Al-Shoalah,Al Wehda,2,4.485641211844501,4.492549538790939,1.409649697151972,3.5295520312259385
2001-11-24,Al-Nassr,Al-Ettifaq,1,2.332552191820702,2.1351303151573986,2.9107153859436306,4.393384457881813
2001-11-29,Al-Shabab,Al-Shoalah,1,4.200760378918067,2.125187100830602,3.4352108466692943,6.026684559851387
2001-11-29,Al-Ettifaq,Al Taee,2,4.266818723753122,2.3253770966103864,2.070021787178795,5.150643648138197
2001-11-29,Al Riyadh,Al-Ittihad FC,3,3.909549146804591,6.276023006644944,4.001117620714438,1.3889560040123106
2001-11-29,Al Najma,Al Wehda,2,5.136342738688517,5.41756019975976,1.7963763415402731,3.213892161905365
2001-11-29,Al Ansar,Al-Nassr,3,5.671466025999015,7.370027003533281,4.4816247196539925,2.590249624988782
2001-12-03,Al Wehda,Al-Ettifaq,2,3.4588755885576523,4.228194063769325,1.6983956461439023,2.6585379687143513
2001-12-03,Al-Shabab,Al Najma,1,5.112352964330694,2.201744229485784,3.912515811200587,6.779069027021247
2001-12-03,Al Taee,Al Ansar,2,5.698937935853062,4.185680754854481,1.9398691476464898,5.359591353758052
2001-12-04,Al-Hilal,Al-Nassr,0,2.515615081105938,3.523027725255673,5.350176544418619,5.87379571447412
2001-12-11,Al-Ittihad FC,Al-Hilal,0,1.9171338763406323,5.457442862706555,5.5412755670853135,3.9668767484358685
2001-12-19,Al-Ettifaq,Al-Hilal,3,4.0216724162884665,7.127371885396963,5.556929796678721,2.5689244504284687
2001-12-19,Al Riyadh,Al Najma,2,5.666570220481637,3.8630332655361412,2.5522175013915103,5.661877525761945
2001-12-19,Al Ansar,Al Wehda,2,5.38837758612661,5.651972261661296,2.1985193704317556,3.3372599066502193
2001-12-23,Al Taee,Al-Nassr,3,4.027049113870989,5.836734909854742,3.115921836040127,1.3418957740408288
2001-12-23,Al Riyadh,Al-Ettifaq,2,3.7462468702603235,4.411313113172063,1.543348460589416,2.6184666635651666
2001-12-24,Al Ansar,Al-Ittihad FC,3,5.541547596457088,7.761157984275961,4.844817593669458,1.9711138376798019
2001-12-24,Al Ahli SC,Al Najma,1,5.875707877025682,2.7508529294535,5.238660213131532,7.921286175806065
2001-12-27,Al Taee,Al-Ittihad FC,3,4.375001236514851,6.658610784419173,4.185307929092385,1.5130929229085885
2001-12-27,Al Riyadh,Al Ansar,2,5.668036232966362,4.005889736999661,2.408377525193346,5.5499866131491
2001-12-28,Al Ahli SC,Al-Ettifaq,1,2.627786563350211,1.7645770963073135,3.7147089412556515,5.318639804108939
2001-12-28,Al-Nassr,Al Wehda,1,3.4783839158641374,1.4936936359585955,3.2251293474868197,5.502222091948451
2001-12-28,Al Najma,Al-Shoalah,2,5.6462803113944275,5.3718400575539285,2.1030503083975223,4.2750204666091705
2002-01-02,Al Wehda,Al Taee,2,4.544243212071597,3.6387660074621833,1.5703277962661726,4.539806942671058
2002-01-03,Al-Hilal,Al Riyadh,1,4.460702251373945,1.9227303544707444,5.276018668069824,7.412899090794211
2002-01-03,Al-Ettifaq,Al-Shoalah,2,4.172105375116372,2.5900344451532966,1.9831323344769543,5.035839963178114
2002-01-03,Al Ahli SC,Al Ansar,1,5.530722058774373,1.9213805009408536,4.757837801488024,7.688048443773803
2002-01-09,Al-Hilal,Al Wehda,1,4.3487672946605525,1.8896779654351323,5.37823029033945,7.38731935805635
2002-01-09,Al Ansar,Al-Shabab,3,5.364967917825196,7.165855037914842,4.07151061990544,2.1761110164174484
2002-01-10,Al Taee,Al Riyadh,2,5.084615730624001,4.852227737092209,2.2869242614347733,4.031545749213178
2002-01-10,Al Najma,Al Ansar,2,6.245002521579827,4.967453429560219,2.311870122311569,5.421851359116332
2002-01-10,Al Wehda,Al-Shabab,3,3.339830538032396,5.365316335289111,3.0794178830935333,1.690305419286807
2002-01-10,Al-Ittihad FC,Al-Shoalah,1,4.3760377067506395,1.2272463997564216,4.267642468090751,6.8110110994573665
2002-01-10,Al-Hilal,Al-Shoalah,1,4.948775651484922,1.9187756022016471,5.502001465099098,7.862351857249764
2002-01-10,Al-Nassr,Al Ahli SC,0,1.436823520838095,4.169974216328896,4.045552334863123,3.433815978510381
2002-01-10,Al-Ittihad FC,Al-Ettifaq,1,2.828630311416615,2.2000726741572336,3.998133557132833,5.5071755679155086
2002-01-13,Al-Shabab,Al Taee,1,4.130604166658013,1.9963741718754202,3.3122875615488754,5.925407057020401
2002-01-13,Al Najma,Al-Ettifaq,2,5.052618411554343,5.8100974140686406,2.586288121311271,2.9165323110252617
2002-01-14,Al Riyadh,Al-Nassr,3,3.5603111200848385,5.523628895659965,2.9354638473581396,1.1212095239214082
2002-01-15,Al-Ittihad FC,Al Wehda,1,3.7221202916457066,1.2955283275019283,4.141158061414939,6.279240375064866
2002-01-15,Al-Hilal,Al Ahli SC,0,2.0030226862624296,3.723367136675766,5.479544796486467,5.587857125745355
2002-01-15,Al Ansar,Al-Shoalah,2,5.666554323749215,5.387787839204128,1.8989734935317368,4.081759561007086
2002-01-21,Al Ansar,Al-Ettifaq,3,5.271822840497493,6.1289056529311905,2.8421343432722983,2.7647979887197875
2002-01-21,Al Najma,Al-Ittihad FC,3,5.4565941101976625,7.6323773575802925,4.850068484365555,2.0557260686729126
2002-01-21,Al-Shabab,Al-Hilal,0,2.1522034582954728,5.798626621019769,5.159653551637368,2.887985965342619
2002-01-21,Al-Shoalah,Al Ahli SC,3,4.310600623774668,6.699515003549282,4.072895201291297,0.950727150126349
2002-01-29,Al-Hilal,Al Najma,1,5.962392984130971,2.6713018040350436,6.03154465187406,8.620097674174188
2002-02-11,Al-Hilal,Al Ansar,1,6.741901847549176,3.6489686608983414,6.713976148971263,9.258137757701176
2002-02-11,Al Taee,Al Ahli SC,3,4.479117376695486,6.742726404964274,4.195862263775601,1.8642406094916673
